InitialBasket	SecondBasket	TotalFrequency	Support	Confidence	Lift
Lavadeira	All Star	1	0.05	100	19.84
Lavadeira	Bumbo Da Mangueira	1	0.05	100	19.84
Lavadeira	Dazed and Confused	1	0.05	100	9.92
Lavadeira	Die Die My Darling	1	0.05	100	19.84
Lavadeira	God Of Thunder	1	0.05	100	19.84
Lavadeira	I'm Going Slightly Mad	1	0.05	100	19.84
Lay Down Sally	A Twist In The Tail	1	0.05	100	19.84
Lay Down Sally	Animal	1	0.05	100	9.92
Lay Down Sally	Açai	1	0.05	100	19.84
Lay Down Sally	Baltimore, DC	1	0.05	100	19.84
Lay Down Sally	Esquinas	1	0.05	100	19.84
Lay Down Sally	Fascinação	1	0.05	100	19.84
Lay Down Sally	Fortuneteller	1	0.05	100	19.84
Lay Down Sally	Hey Cisco	1	0.05	100	19.84
Lay Down Sally	High Ball Shooter	1	0.05	100	19.84
Lay Down Sally	Hysteria	1	0.05	100	19.84
Layla	Acelerou	1	0.05	50	4.96
Layla	Alô, Alô, Marciano	1	0.05	50	9.92
Layla	As Aparências Enganam	1	0.05	50	9.92
Layla	Atrás da Porta	1	0.05	50	9.92
Layla	Crossroads	1	0.05	50	9.92
Layla	Hey Hey	1	0.05	50	9.92
Lazy Gun	Charles Anjo 45	1	0.05	100	19.84
Lazy Gun	Fire	1	0.05	100	19.84
Lazy Gun	Highway Chile	1	0.05	100	19.84
Lazy Gun	Hot Rockin'	1	0.05	100	19.84
Leandro De Itaquera 2001	All Star	1	0.05	100	19.84
Leandro De Itaquera 2001	Bumbo Da Mangueira	1	0.05	100	19.84
Leandro De Itaquera 2001	Dazed and Confused	1	0.05	100	9.92
Leandro De Itaquera 2001	Die Die My Darling	1	0.05	100	19.84
Leandro De Itaquera 2001	God Of Thunder	1	0.05	100	19.84
Leandro De Itaquera 2001	I'm Going Slightly Mad	1	0.05	100	19.84
Leandro De Itaquera 2001	Lavadeira	1	0.05	100	19.84
Leash	Animal	1	0.05	100	9.92
Leash	Be Mine	1	0.05	100	19.84
Leash	Bossa	1	0.05	100	19.84
Leash	Get Down, Make Love	1	0.05	100	19.84
Leash	Get Up	1	0.05	100	19.84
Leash	Green Disease	1	0.05	100	19.84
Leave My Girl Alone	Aeroplane Flies High	1	0.05	50	9.92
Leave My Girl Alone	Ava Adore	1	0.05	50	9.92
Leave My Girl Alone	Book Of Thel	1	0.05	50	9.92
Leave My Girl Alone	Cherub Rock	1	0.05	50	9.92
Leave My Girl Alone	Evil Dick	1	0.05	50	9.92
Leave My Girl Alone	Evil Ways	1	0.05	50	9.92
Leave My Girl Alone	Finding My Way	1	0.05	50	9.92
Leave My Girl Alone	Garota Nacional	1	0.05	50	9.92
Leave My Girl Alone	Hands All Over	1	0.05	50	9.92
Leave My Girl Alone	It's Only Love	1	0.05	50	9.92
Leave My Girl Alone	King In Crimson	1	0.05	50	9.92
Leila	Assim Caminha A Humanidade	1	0.05	100	19.84
Leila	Celebration Day	1	0.05	100	9.92
Leila	Childhoods End?	1	0.05	100	19.84
Leila	Giz	1	0.05	100	19.84
Lemon	Desire	1	0.05	100	9.92
Lemon	I Still Haven't Found What I'm Looking For	1	0.05	100	19.84
Lemon Drop	As Rosas Não Falam (Beth Carvalho)	1	0.05	100	19.84
Lemon Drop	Como É Duro Trabalhar	1	0.05	100	19.84
Lemon Drop	Compulsion	1	0.05	100	19.84
Lemon Drop	Drum Boogie	1	0.05	100	19.84
Lemon Drop	Green River	1	0.05	100	19.84
Lemon Drop	Jean Pierre (Live)	1	0.05	100	19.84
Leper Messiah	Damage Inc.	1	0.05	100	19.84
Let It Grow	Alberta	1	0.05	100	19.84
Let It Grow	Before You Accuse Me	1	0.05	100	9.92
Let It Grow	Bell Bottom Blues	1	0.05	100	19.84
Let Me Love You Baby	Book Of Thel	1	0.05	50	9.92
Let Me Love You Baby	Evil Dick	1	0.05	50	9.92
Let Me Love You Baby	King In Crimson	1	0.05	50	9.92
Let Me Love You Baby	Leave My Girl Alone	1	0.05	50	4.96
Let's See Action	Babylon	1	0.05	100	19.84
Let's See Action	Boris The Spider	1	0.05	100	19.84
Let's See Action	De Do Do Do, De Da Da Da	1	0.05	100	19.84
Let's See Action	I Looked At You	1	0.05	100	19.84
Letterbomb	I Am	1	0.05	100	19.84
Letterbomb	Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home	1	0.05	100	19.84
Levada do Amor (Ailoviu)	Advance Romance	1	0.05	100	19.84
Levada do Amor (Ailoviu)	Camisa Verde 2001	1	0.05	100	19.84
Levada do Amor (Ailoviu)	Communication Breakdown	1	0.05	100	9.92
Levada do Amor (Ailoviu)	Eu Também Quero Beijar	1	0.05	100	19.84
Levada do Amor (Ailoviu)	Falar A Verdade	1	0.05	100	19.84
Levada do Amor (Ailoviu)	Felicidade Urgente	1	0.05	100	19.84
Levada do Amor (Ailoviu)	I Can't Quit You Baby(2)	1	0.05	100	19.84
Lick It Up	Acelerou	1	0.05	100	9.92
Lick It Up	Action	1	0.05	100	19.84
Lick It Up	Azul	1	0.05	100	19.84
Lick It Up	Black Night	1	0.05	100	19.84
Lick It Up	Cascades : I'm Not Your Lover	1	0.05	100	19.84
Lick It Up	Cigano	1	0.05	100	19.84
Lick It Up	Dois Pra Lá, Dois Pra Cá	1	0.05	100	19.84
Lick It Up	Groovus Interruptus	1	0.05	100	19.84
Life During Wartime	Busca Vida	1	0.05	100	19.84
Life During Wartime	Ela Disse Adeus	1	0.05	100	19.84
Life Line	Babylon	1	0.05	100	19.84
Life Line	Boris The Spider	1	0.05	100	19.84
Life Line	De Do Do Do, De Da Da Da	1	0.05	100	19.84
Life Line	I Looked At You	1	0.05	100	19.84
Life Line	Let's See Action	1	0.05	100	19.84
Light Years	Black Capricorn Day	1	0.05	100	19.84
Light Years	Can You See Me	1	0.05	100	19.84
Light Years	Get What You Need	1	0.05	100	19.84
Lightning Strikes Twice	Don't Look To The Eyes Of A Stranger	1	0.05	100	19.84
Lightning Strikes Twice	Get Up Offa That Thing	1	0.05	100	19.84
Lightning Strikes Twice	Hey America	1	0.05	100	19.84
Lightning Strikes Twice	It's A Man's Man's Man's World	1	0.05	100	19.84
Ligia	Blind Man	1	0.05	100	19.84
Ligia	Forgiven	1	0.05	100	19.84
Ligia	I Can't Remember	1	0.05	100	19.84
Ligia	I Know Somethin (Bout You)	1	0.05	100	19.84
Like A Song...	All I Want Is You	1	0.05	100	9.92
Like A Song...	Babyface	1	0.05	100	19.84
Like A Song...	Bad	1	0.05	100	19.84
Like a Stone	A Statistic	1	0.05	100	19.84
Like a Stone	All For You	1	0.05	100	19.84
Like a Stone	C'Mon Everybody	1	0.05	100	19.84
Like a Stone	Falando De Amor	1	0.05	100	19.84
Lil' Evil	As Tears Go By	1	0.05	100	19.84
Lil' Evil	Every Breath You Take	1	0.05	100	19.84
Lindo Lago Do Amor	Cry For Love	1	0.05	100	19.84
Lindo Lago Do Amor	Grito De Alerta	1	0.05	100	19.84
Lindo Lago Do Amor	Into The Light	1	0.05	100	19.84
Linha Do Equador	A Cor Do Sol	1	0.05	50	9.92
Linha Do Equador	Carolina	1	0.05	50	9.92
Linha Do Equador	Firmamento	2	0.1	100	9.92
Linha Do Equador	Já Foi	1	0.05	50	4.96
Linha Do Horizonte	Abrir A Porta	1	0.05	100	19.84
Little Guitars	Cathedral	1	0.05	100	19.84
Little Guitars	Here I Am (Come And Take Me)	1	0.05	100	19.84
Little Guitars (Intro)	Ain't Talkin' 'bout Love	1	0.05	100	19.84
Little Guitars (Intro)	Bring Me Your Cup	1	0.05	100	19.84
Little Guitars (Intro)	Can't Stop Loving You	1	0.05	100	19.84
Little Guitars (Intro)	Hang 'Em High	1	0.05	100	19.84
Little Guitars (Intro)	Homely Girl	1	0.05	100	19.84
Little Linda	Bleed Together	1	0.05	100	19.84
Little Linda	Dead And Bloated	1	0.05	100	19.84
Live To Win	Dirty Love	1	0.05	100	19.84
Live To Win	Idolatrada	1	0.05	100	19.84
Live To Win	Kickstart My Heart	1	0.05	100	19.84
Live Together, Die Alone, Pt. 1	Collaborators	1	0.05	100	19.84
Live Together, Die Alone, Pt. 1	Deus Ex Machina	1	0.05	100	19.84
Live Together, Die Alone, Pt. 1	Insensível	1	0.05	100	19.84
Live and Let Die	Dust N' Bones	1	0.05	100	19.84
Livin' On The Edge	Blind Man	1	0.05	100	19.84
Livin' On The Edge	Forgiven	1	0.05	100	19.84
Livin' On The Edge	I Can't Remember	1	0.05	100	19.84
Livin' On The Edge	I Know Somethin (Bout You)	1	0.05	100	19.84
Livin' On The Edge	Ligia	1	0.05	100	19.84
Living In America	Children of the Damned	1	0.05	100	19.84
Living In America	Futureal	1	0.05	100	19.84
Living In America	Hooked Up	1	0.05	100	19.84
Living Loving Maid (She's Just A Woman)	Immigrant Song	1	0.05	100	9.92
Living On Love	Don't You Cry	1	0.05	100	19.84
Livre Pra Viver	A Cor Do Sol	1	0.05	100	19.84
Livre Pra Viver	Firmamento	2	0.1	200	19.84
Livre Pra Viver	Já Foi	1	0.05	100	9.92
Livre Pra Viver	Linha Do Equador	1	0.05	100	9.92
Lixo Do Mangue	A Cor Do Sol	1	0.05	100	19.84
Lixo Do Mangue	Firmamento	2	0.1	200	19.84
Lixo Do Mangue	Já Foi	1	0.05	100	9.92
Lixo Do Mangue	Linha Do Equador	1	0.05	100	9.92
Lixo Do Mangue	Livre Pra Viver	1	0.05	100	19.84
Lodi	Commotion	1	0.05	100	19.84
Lodi	Fortunate Son	1	0.05	100	19.84
Lonely Stranger	Hey Hey	1	0.05	100	19.84
Lonely Stranger	Layla	1	0.05	100	9.92
Long As I Can See The Light	(Wish I Could) Hideaway	1	0.05	100	19.84
Long As I Can See The Light	Born On The Bayou	1	0.05	100	19.84
Long Tall Sally	A.N.D.R.O.T.A.Z.	1	0.05	100	19.84
Long Tall Sally	Canta, Canta Mais	1	0.05	100	19.84
Long Tall Sally	Chemical Wedding	1	0.05	100	19.84
Long Tall Sally	Cochise	1	0.05	100	19.84
Long Tall Sally	Do what cha wanna	1	0.05	100	19.84
Long Tall Sally	Drown Me Slowly	1	0.05	100	19.84
Long Tall Sally	Good Golly Miss Molly	1	0.05	100	9.92
Long Tall Sally	Hypnotize	1	0.05	100	19.84
Longview	Basket Case	1	0.05	100	19.84
Longview	Geek Stink Breath	1	0.05	100	19.84
Looking For Love	A Bencao E Outros	1	0.05	100	19.84
Looking For Love	Dreams	1	0.05	100	19.84
Looking For Love	Fall To Pieces	1	0.05	100	19.84
Looking For Love	Feirinha da Pavuna/Luz do Repente/Bagaço da Laranja	1	0.05	100	19.84
Looking For Love	Higher Ground	1	0.05	100	19.84
Lord of Light	2 Minutes To Midnight	1	0.05	100	6.61
Lord of Light	Brighter Than a Thousand Suns	1	0.05	100	19.84
Lord of Light	Deep Waters	1	0.05	100	19.84
Lords of Karma	Are You Gonna Be My Girl	1	0.05	100	19.84
Lords of Karma	As Dores do Mundo	1	0.05	100	19.84
Lords of Karma	Destitute Illusions	1	0.05	100	19.84
Lords of Karma	Equinocio	1	0.05	100	19.84
Lords of Karma	I'm Real	1	0.05	100	19.84
Losfer Words	2 Minutes To Midnight	1	0.05	100	6.61
Losing My Religion	Departure	1	0.05	100	19.84
Losing My Religion	I Remember California	1	0.05	100	19.84
Lost Planet of the Gods, Pt. 1	Battlestar Galactica, Pt. 2	1	0.05	100	19.84
Lost Planet of the Gods, Pt. 2	Battlestar Galactica, Pt. 1	1	0.05	100	19.84
Lost Survival Guide	"""?"""	1	0.05	100	19.84
Lost Survival Guide	Acrobat	1	0.05	100	19.84
Lost Survival Guide	Catch-22	1	0.05	100	19.84
Lost Survival Guide	Company Man	1	0.05	100	19.84
Lost Survival Guide	Crossroads, Pt. 1	1	0.05	100	19.84
Lost Survival Guide	Dancing Barefoot	1	0.05	100	19.84
Lost Survival Guide	Enter 77	1	0.05	100	19.84
Lost Survival Guide	Even Better Than The Real Thing	1	0.05	100	19.84
Lost Survival Guide	Exposé	1	0.05	100	19.84
Lost Survival Guide	House of the Rising Sun	1	0.05	100	19.84
Loud Love	Get On The Snake	1	0.05	100	19.84
Love	As Tears Go By	1	0.05	100	19.84
Love	Every Breath You Take	1	0.05	100	19.84
Love	Lil' Evil	1	0.05	100	19.84
Love And Peace Or Else	Crumbs From Your Table	1	0.05	100	19.84
Love And Peace Or Else	Discotheque	1	0.05	100	19.84
Love Child	Comin' Home	1	0.05	100	9.92
Love Child	E.C.T.	1	0.05	100	19.84
Love Child	Eleanor Rigby	1	0.05	100	19.84
Love Child	Flight Of The Rat	1	0.05	100	19.84
Love Child	Gatas Extraordinárias	1	0.05	100	19.84
Love Comes	Armadura	1	0.05	100	19.84
Love Comes	Billie Jean	1	0.05	100	19.84
Love Comes	Commercial 2	1	0.05	100	19.84
Love Comes	Die Walküre: The Ride of the Valkyries	1	0.05	100	19.84
Love Comes	Four Walled World	1	0.05	100	19.84
Love Comes	Instinto Colectivo	1	0.05	100	19.84
Love Comes	Ji Yeon	1	0.05	100	19.84
Love Conquers All	A Touch Away	1	0.05	100	19.84
Love Conquers All	Hush	1	0.05	100	19.84
Love Conquers All	I Need Love	1	0.05	100	19.84
Love Conquers All	Into The Fire	1	0.05	100	19.84
Love Don't Mean a Thing	Acelerou	1	0.05	100	9.92
Love Don't Mean a Thing	Action	1	0.05	100	19.84
Love Don't Mean a Thing	Azul	1	0.05	100	19.84
Love Don't Mean a Thing	Black Night	1	0.05	100	19.84
Love Don't Mean a Thing	Cascades : I'm Not Your Lover	1	0.05	100	19.84
Love Don't Mean a Thing	Cigano	1	0.05	100	19.84
Love Don't Mean a Thing	Dois Pra Lá, Dois Pra Cá	1	0.05	100	19.84
Love Don't Mean a Thing	Groovus Interruptus	1	0.05	100	19.84
Love Don't Mean a Thing	Lick It Up	1	0.05	100	19.84
Love Gun	Deuce	1	0.05	100	19.84
Love In An Elevator	Angel	1	0.05	100	19.84
Love In An Elevator	Deuces Are Wild	1	0.05	100	19.84
Love In An Elevator	Dog Eat Dog	1	0.05	100	19.84
Love In An Elevator	Janie's Got A Gun	1	0.05	100	19.84
Love Is Blindness	All Along The Watchtower	1	0.05	100	19.84
Love Is Blindness	Born to Run	1	0.05	100	19.84
Love Is Blindness	Dave	1	0.05	100	19.84
Love Is Blindness	Everlasting Love	1	0.05	100	19.84
Love Is Blindness	Fire + Water	1	0.05	100	19.84
Love Is Blindness	God Part II	1	0.05	100	19.84
Love Is Blindness	Homecoming	1	0.05	100	19.84
Love Is Strong	Back Door Man	1	0.05	100	19.84
Love Is Strong	Black Moon Creeping	1	0.05	100	19.84
Love Is Strong	Corinna	1	0.05	100	19.84
Love Is Strong	Don't Stand so Close to Me	1	0.05	100	19.84
Love Of My Life	Black Satin	1	0.05	100	19.84
Love Of My Life	Blue Rythm Fantasy	1	0.05	100	19.84
Love Of My Life	Bop Boogie	1	0.05	100	19.84
Love Of My Life	Chão De Estrelas	1	0.05	100	19.84
Love Of My Life	El Farol	1	0.05	100	19.84
Love Of My Life	Fora Da Ordem	1	0.05	100	19.84
Love Of My Life	Houses Of The Holy	1	0.05	100	19.84
Love Of My Life	Jeru	1	0.05	100	19.84
Love Removal Machine	Babylon	1	0.05	100	19.84
Love Removal Machine	Boris The Spider	1	0.05	100	19.84
Love Removal Machine	De Do Do Do, De Da Da Da	1	0.05	100	19.84
Love Removal Machine	I Looked At You	1	0.05	100	19.84
Love Removal Machine	Let's See Action	1	0.05	100	19.84
Love Removal Machine	Life Line	1	0.05	100	19.84
Loving You Sunday Morning	Fairies Wear Boots	1	0.05	100	19.84
Loving You Sunday Morning	Feel It	1	0.05	100	19.84
Loving You Sunday Morning	Guess Who's Back	1	0.05	100	19.84
Loving You Sunday Morning	Imagine	1	0.05	100	9.92
Low	A Sua	1	0.05	100	19.84
Low	Bê-a-Bá	1	0.05	100	19.84
Low	Don't Go Back To Rockville	1	0.05	100	19.84
Low	Hairshirt	1	0.05	100	19.84
Low Man's Lyric	Fade To Black	1	0.05	100	19.84
Low Man's Lyric	Hit The Lights	1	0.05	100	19.84
Lucky 13	Around The World	1	0.05	100	19.84
Lucky 13	Drown	1	0.05	100	19.84
Lucky 13	Fly By Night	1	0.05	100	19.84
Lucky 13	For Your Babies	1	0.05	100	19.84
Lucky 13	Freewill	1	0.05	100	19.84
Lucky 13	I Could Die For You	1	0.05	100	19.84
Lucky 13	I Like Dirt	1	0.05	100	19.84
Lugar Nenhum	Domingo	1	0.05	100	19.84
Lugar Nenhum	Era Uma Vez	1	0.05	100	19.84
Luis Inacio (300 Picaretas)	Been A Son	1	0.05	100	19.84
Luis Inacio (300 Picaretas)	Breed	1	0.05	100	19.84
Luis Inacio (300 Picaretas)	Denúncia	1	0.05	100	19.84
Luis Inacio (300 Picaretas)	Folhas Secas	1	0.05	100	19.84
Luis Inacio (300 Picaretas)	Já Foi	1	0.05	100	9.92
MFC	Corduroy	1	0.05	100	19.84
MFC	Heart In Your Hand	1	0.05	100	19.84
MFC	Iron Man	1	0.05	100	19.84
Machine Men	Book Of Thel	1	0.05	100	19.84
Machine Men	Evil Dick	1	0.05	100	19.84
Machine Men	King In Crimson	1	0.05	100	19.84
Machine Men	Leave My Girl Alone	1	0.05	100	9.92
Machine Men	Let Me Love You Baby	1	0.05	100	9.92
Mack The Knife	A Novidade (Live)	1	0.05	100	19.84
Mack The Knife	Aquele Abraço	1	0.05	100	19.84
Mack The Knife	Fly Me To The Moon	1	0.05	100	19.84
Mack The Knife	Forty Days Instrumental	1	0.05	100	19.84
Mack The Knife	Funk Hum	1	0.05	100	19.84
Mack The Knife	Holiday	1	0.05	100	19.84
Mack The Knife	Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again	1	0.05	100	19.84
Mack The Knife	I Get A Kick Out Of You	1	0.05	100	19.84
Macy's Day Parade	Don't You Cry	1	0.05	100	19.84
Macy's Day Parade	Living On Love	1	0.05	100	19.84
Madalena	Aprendendo A Jogar	1	0.05	100	19.84
Madalena	Badge	1	0.05	100	19.84
Magnetic Ocean	04 - Running Free	1	0.05	100	19.84
Magnetic Ocean	2 Minutes To Midnight	1	0.05	100	6.61
Magnetic Ocean	Another Life	1	0.05	100	19.84
Magnetic Ocean	Face In The Sand	1	0.05	100	19.84
Make Me Believe	Faceless	1	0.05	100	19.84
Malpractice	Ashes To Ashes	1	0.05	100	19.84
Malpractice	Home Sick Home	1	0.05	100	19.84
Malpractice	Last Cup Of Sorrow	1	0.05	100	19.84
Maluco Beleza	As Profecias	1	0.05	100	19.84
Maluco Beleza	Esporrei Na Manivela	1	0.05	100	19.84
Mama Africa	Always With Me, Always With You	1	0.05	100	19.84
Mama Africa	Cafezinho	1	0.05	100	19.84
Mama Africa	Comin' Home	1	0.05	100	9.92
Mama Africa	Deeper Underground	1	0.05	100	19.84
Mama Africa	Encontrar Alguém	1	0.05	100	19.84
Mama Africa	Hey Joe	1	0.05	100	19.84
Mama Africa	Journey To Arnhemland	1	0.05	100	19.84
Mama Said	Battery	1	0.05	100	19.84
Mama Said	Better Than You	1	0.05	100	19.84
Mama Said	Disposable Heroes	1	0.05	100	19.84
Mama Said	Fuel	1	0.05	100	19.84
Mama, I'm Coming Home	Bark at the Moon	1	0.05	100	19.84
Mama, I'm Coming Home	Believer	1	0.05	100	19.84
Mama, I'm Coming Home	Lanterna Dos Afogados	1	0.05	100	19.84
Man On The Edge	De Ja Vu	1	0.05	100	19.84
Man On The Edge	Gangland	1	0.05	100	19.84
Man On The Edge	Judgement Of Heaven	1	0.05	100	19.84
Man With The Woman Head	All Star	1	0.05	100	19.84
Man With The Woman Head	Bumbo Da Mangueira	1	0.05	100	19.84
Man With The Woman Head	Dazed and Confused	1	0.05	100	9.92
Man With The Woman Head	Die Die My Darling	1	0.05	100	19.84
Man With The Woman Head	God Of Thunder	1	0.05	100	19.84
Man With The Woman Head	I'm Going Slightly Mad	1	0.05	100	19.84
Man With The Woman Head	Lavadeira	1	0.05	100	19.84
Man With The Woman Head	Leandro De Itaquera 2001	1	0.05	100	19.84
Man of Science, Man of Faith (Premiere)	Collaborators	1	0.05	100	19.84
Man of Science, Man of Faith (Premiere)	Deus Ex Machina	1	0.05	100	19.84
Man of Science, Man of Faith (Premiere)	Insensível	1	0.05	100	19.84
Man of Science, Man of Faith (Premiere)	Live Together, Die Alone, Pt. 1	1	0.05	100	19.84
Mangueira	Black Satin	1	0.05	100	19.84
Mangueira	Blue Rythm Fantasy	1	0.05	100	19.84
Mangueira	Bop Boogie	1	0.05	100	19.84
Mangueira	Chão De Estrelas	1	0.05	100	19.84
Mangueira	El Farol	1	0.05	100	19.84
Mangueira	Fora Da Ordem	1	0.05	100	19.84
Mangueira	Houses Of The Holy	1	0.05	100	19.84
Mangueira	Jeru	1	0.05	100	19.84
Mangueira	Love Of My Life	1	0.05	100	19.84
Manguetown	Banditismo Por Uma Questa	1	0.05	50	4.96
Manguetown	Computadores Fazem Arte	1	0.05	50	9.92
Manguetown	Criança De Domingo	1	0.05	50	9.92
Manguetown	Da Lama Ao Caos	1	0.05	50	9.92
Manguetown	Extra	1	0.05	50	9.92
Manifest Destiny	Blow Your Mind	1	0.05	100	19.84
Manifest Destiny	Get Up (I Feel Like Being A) Sex Machine	1	0.05	100	19.84
Manifest Destiny	It's Too Funky In Here	1	0.05	100	19.84
Manifest Destiny	King For A Day	1	0.05	100	9.92
Manuel	'Round Midnight	1	0.05	100	19.84
Manuel	Beija-Flor	1	0.05	100	19.84
Manuel	Caprichosos	1	0.05	100	19.84
Manuel	Começaria Tudo Outra Vez	1	0.05	100	19.84
Manuel	Do You Have Other Loves?	1	0.05	100	19.84
Manuel	Do You Like The Way	1	0.05	100	19.84
Manuel	E.S.P.	1	0.05	100	19.84
Maquinarama	Aeroplane Flies High	1	0.05	100	19.84
Maquinarama	Ava Adore	1	0.05	100	19.84
Maquinarama	Cherub Rock	1	0.05	100	19.84
Maquinarama	Evil Ways	1	0.05	100	19.84
Maquinarama	Finding My Way	1	0.05	100	19.84
Maquinarama	Garota Nacional	1	0.05	100	19.84
Maquinarama	Hands All Over	1	0.05	100	19.84
Maquinarama	It's Only Love	1	0.05	100	19.84
Maquinarama	Leave My Girl Alone	1	0.05	100	9.92
Maracatu Atômico	Apesar De Você	1	0.05	100	19.84
Maracatu Atômico	Jorge Da Capadócia	1	0.05	100	19.84
Maracatu Atômico [Trip Hop]	Amor De Muito	1	0.05	100	19.84
Maracatu Atômico [Trip Hop]	Etnia	1	0.05	100	19.84
Maracatu De Tiro Certeiro	Banditismo Por Uma Questa	1	0.05	100	9.92
Maria	J Squared	1	0.05	100	19.84
Maria Fumaça	Amor Demais	1	0.05	100	19.84
Maria Fumaça	Gavioes 2001	1	0.05	100	19.84
Maria Fumaça	It's A Hard Life	1	0.05	100	19.84
Maria Maria	Agora Que O Dia Acordou	1	0.05	100	19.84
Maria Maria	Boogie Blues	1	0.05	100	19.84
Maria Maria	Bye Bye Blackbird	1	0.05	100	19.84
Maria Maria	Deixa	1	0.05	100	19.84
Maria Maria	Don't Take Your Love From Me	1	0.05	100	19.84
Maria Maria	Entre E Ouça	1	0.05	100	19.84
Maria Maria	Going Down / Highway Star	1	0.05	100	19.84
Maria Rosa	Acelerou	1	0.05	100	9.92
Maria Rosa	Action	1	0.05	100	19.84
Maria Rosa	Azul	1	0.05	100	19.84
Maria Rosa	Black Night	1	0.05	100	19.84
Maria Rosa	Cascades : I'm Not Your Lover	1	0.05	100	19.84
Maria Rosa	Cigano	1	0.05	100	19.84
Maria Rosa	Dois Pra Lá, Dois Pra Cá	1	0.05	100	19.84
Maria Rosa	Groovus Interruptus	1	0.05	100	19.84
Maria Rosa	Lick It Up	1	0.05	100	19.84
Maria Rosa	Love Don't Mean a Thing	1	0.05	100	19.84
Maria, Maria	Coração De Estudante	1	0.05	100	19.84
Maria, Maria	Fast And Loose	1	0.05	100	19.84
Maria, Maria	Harvester Of Sorrow	1	0.05	100	19.84
Maria, Maria	Lament	1	0.05	100	19.84
Marvin	Canário Do Reino	1	0.05	100	19.84
Mas Que Nada	Advance Romance	1	0.05	100	19.84
Mas Que Nada	Camisa Verde 2001	1	0.05	100	19.84
Mas Que Nada	Communication Breakdown	1	0.05	100	9.92
Mas Que Nada	Eu Também Quero Beijar	1	0.05	100	19.84
Mas Que Nada	Falar A Verdade	1	0.05	100	19.84
Mas Que Nada	Felicidade Urgente	1	0.05	100	19.84
Mas Que Nada	I Can't Quit You Baby(2)	1	0.05	100	19.84
Mas Que Nada	Levada do Amor (Ailoviu)	1	0.05	100	19.84
Master Of Puppets	Angela	1	0.05	50	9.92
Master Of Puppets	Bleed The Freak	1	0.05	50	9.92
Master Of Puppets	Confusion	1	0.05	50	9.92
Mateus Enter	Banditismo Por Uma Questa	1	0.05	100	9.92
Mateus Enter	Maracatu De Tiro Certeiro	1	0.05	100	19.84
May This Be Love	Are You Gonna Be My Girl	1	0.05	100	19.84
May This Be Love	As Dores do Mundo	1	0.05	100	19.84
May This Be Love	Destitute Illusions	1	0.05	100	19.84
May This Be Love	Equinocio	1	0.05	100	19.84
May This Be Love	I'm Real	1	0.05	100	19.84
May This Be Love	Lords of Karma	1	0.05	100	19.84
Maybe I'm A Leo	Admirável Gado Novo	1	0.05	100	19.84
Maybe I'm A Leo	Child In Time	1	0.05	100	19.84
Maybe I'm A Leo	Drifter	1	0.05	100	9.92
Maybe I'm A Leo	Knocking At Your Back Door	1	0.05	100	19.84
